;i;j;cor;p
2731;num_window;gyros_forearm_y;0.0149064986955559;0.0705489388698607
2732;roll_belt;gyros_forearm_y;0.0411337146025254;5,98E+07
2733;pitch_belt;gyros_forearm_y;-0.0608591064849835;1,47E+01
2734;yaw_belt;gyros_forearm_y;0.0680320091648632;2,22E-02
2735;total_accel_belt;gyros_forearm_y;0.0320198557186312;0.000102227354531359
2736;gyros_belt_x;gyros_forearm_y;0.0255615953897927;0.00192660665644595
2737;gyros_belt_y;gyros_forearm_y;-0.0244498967731303;0.00301309997472177
2738;gyros_belt_z;gyros_forearm_y;-0.0277077309539193;0.000774362279641339
2739;accel_belt_x;gyros_forearm_y;0.0603836682134321;2,27E+00
2740;accel_belt_y;gyros_forearm_y;0.0180936724019407;0.0281580656091378
2741;accel_belt_z;gyros_forearm_y;-0.0349849740630259;2,18E+09
2742;magnet_belt_x;gyros_forearm_y;0.0609573146972998;1,35E+01
2743;magnet_belt_y;gyros_forearm_y;0.030311008918921;0.000235257528623189
2744;magnet_belt_z;gyros_forearm_y;0.0380563761371864;3,87E+08
2745;roll_arm;gyros_forearm_y;-0.0280407689913542;0.000668399720490043
2746;pitch_arm;gyros_forearm_y;0.021388495583267;0.00946237027092167
2747;yaw_arm;gyros_forearm_y;-0.0281783873788245;0.000628684854407924
2748;total_accel_arm;gyros_forearm_y;0.0257517193180052;0.0017817184554012
2749;gyros_arm_x;gyros_forearm_y;-0.0225917414390291;0.00612717919724415
2750;gyros_arm_y;gyros_forearm_y;-0.0048934929718262;0.552765792757138
2751;gyros_arm_z;gyros_forearm_y;0.0165612426080625;0.0445222820781048
2752;accel_arm_x;gyros_forearm_y;0.00411119169893344;0.61797641858572
2753;accel_arm_y;gyros_forearm_y;-0.0574694070497988;3,01E+02
2754;accel_arm_z;gyros_forearm_y;-0.0188157838527695;0.0224482215016708
2755;magnet_arm_x;gyros_forearm_y;0.0165942193026006;0.0440997763912909
2756;magnet_arm_y;gyros_forearm_y;-0.0294006624280624;0.000360691145382952
2757;magnet_arm_z;gyros_forearm_y;-0.0185714020189419;0.0242563806677623
2758;roll_dumbbell;gyros_forearm_y;0.000973290575668533;0.906014225117947
2759;pitch_dumbbell;gyros_forearm_y;-0.0272018889574555;0.000965461722706173
2760;yaw_dumbbell;gyros_forearm_y;-0.0316984787824513;0.000119949945151188
2761;total_accel_dumbbell;gyros_forearm_y;0.0608536105968681;1,48E+01
2762;gyros_dumbbell_x;gyros_forearm_y;-0.75898043144854;0
2763;gyros_dumbbell_y;gyros_forearm_y;0.561374187590499;0
2764;gyros_dumbbell_z;gyros_forearm_y;0.763565614285399;0
2765;accel_dumbbell_x;gyros_forearm_y;-0.0197310844058341;0.016676622687946
2766;accel_dumbbell_y;gyros_forearm_y;0.0381070690779874;3,76E+08
2767;accel_dumbbell_z;gyros_forearm_y;-0.00365192150914746;0.65776081488698
2768;magnet_dumbbell_x;gyros_forearm_y;-0.00018670556176165;0.981930434747743
2769;magnet_dumbbell_y;gyros_forearm_y;0.0124932209567428;0.129625574578414
2770;magnet_dumbbell_z;gyros_forearm_y;-0.0149045203536421;0.0705862793782326
2771;roll_forearm;gyros_forearm_y;0.00586272567251656;0.476961253379198
2772;pitch_forearm;gyros_forearm_y;-0.00616457898919739;0.454570831430003
2773;yaw_forearm;gyros_forearm_y;0.00123554886674915;0.880858223882207
2774;total_accel_forearm;gyros_forearm_y;0.0489253145287595;2,88E+05
2775;gyros_forearm_x;gyros_forearm_y;-0.451572963880785;0
2776;X;gyros_forearm_z;-0.00496639465726597;0.546865027146749
2777;user_name.adelmo;gyros_forearm_z;0.0831948199723458;0
2778;user_name.carlitos;gyros_forearm_z;-0.0242501742356625;0.00325931811191071
2779;user_name.charles;gyros_forearm_z;-0.0468910709836372;1,26E+06
2780;user_name.eurico;gyros_forearm_z;0.0355371508894142;1,62E+09
2781;user_name.jeremy;gyros_forearm_z;-0.0338107691323303;4,08E+09
2782;user_name.pedro;gyros_forearm_z;-0.0181555022556026;0.027624407263681
2783;raw_timestamp_part_1;gyros_forearm_z;-0.0308582786374332;0.000180947107139007
2784;raw_timestamp_part_2;gyros_forearm_z;-0.00791148498722817;0.337187509993039
2785;cvtd_timestamp.02.12.2011.13.32;gyros_forearm_z;0.0141487891468414;0.0860816155817029
2786;cvtd_timestamp.02.12.2011.13.33;gyros_forearm_z;0.0404685674211259;9,05E+07
2787;cvtd_timestamp.02.12.2011.13.34;gyros_forearm_z;0.0471659910657697;1,04E+05
2788;cvtd_timestamp.02.12.2011.13.35;gyros_forearm_z;0.0437453065349213;1,10E+07
2789;cvtd_timestamp.02.12.2011.14.56;gyros_forearm_z;-0.0110553391162003;0.179876270025075
2790;cvtd_timestamp.02.12.2011.14.57;gyros_forearm_z;-0.0277214706151273;0.000769698862848278
2791;cvtd_timestamp.02.12.2011.14.58;gyros_forearm_z;-0.0261753633574692;0.00149418291196546
2792;cvtd_timestamp.02.12.2011.14.59;gyros_forearm_z;-0.0185259642665401;0.0246061406701426
2793;cvtd_timestamp.05.12.2011.11.23;gyros_forearm_z;-0.00855097590441069;0.299588548368516
2794;cvtd_timestamp.05.12.2011.11.24;gyros_forearm_z;-0.0171986553309203;0.0369352092792657
2795;cvtd_timestamp.05.12.2011.11.25;gyros_forearm_z;-0.0133232844130366;0.106032593785244
2796;cvtd_timestamp.05.12.2011.14.22;gyros_forearm_z;-0.0124391504797838;0.131293637624317
2797;cvtd_timestamp.05.12.2011.14.23;gyros_forearm_z;-0.00583310552265341;0.479190439256896
2798;cvtd_timestamp.05.12.2011.14.24;gyros_forearm_z;-0.0148362448577851;0.0718849204871997
2799;cvtd_timestamp.28.11.2011.14.13;gyros_forearm_z;0.0483227772666773;4,48E+05
2800;cvtd_timestamp.28.11.2011.14.14;gyros_forearm_z;0.00869744682640282;0.291386386565686
2801;cvtd_timestamp.28.11.2011.14.15;gyros_forearm_z;0.00487191921964046;0.55451797132079
2802;cvtd_timestamp.30.11.2011.17.10;gyros_forearm_z;-0.0181717917859263;0.0274852711842493
2803;cvtd_timestamp.30.11.2011.17.11;gyros_forearm_z;-0.0163873987698958;0.0468064685477734
2804;cvtd_timestamp.30.11.2011.17.12;gyros_forearm_z;-0.0208671984363671;0.0113536156874383
2805;num_window;gyros_forearm_z;0.0142054883743625;0.0848309138405707
2806;roll_belt;gyros_forearm_z;0.0198481005158291;0.0160419450012377
2807;pitch_belt;gyros_forearm_z;-0.0838487041931599;0
2808;yaw_belt;gyros_forearm_z;0.0624840993861751;3,26E+00
2809;total_accel_belt;gyros_forearm_z;0.0102555976369215;0.21345789580994
2810;gyros_belt_x;gyros_forearm_z;0.0147331657028019;0.0738825659520198
2811;gyros_belt_y;gyros_forearm_z;0.0113108628243554;0.170021124536037
2812;gyros_belt_z;gyros_forearm_z;-0.000691936104881944;0.93310650422097
2813;accel_belt_x;gyros_forearm_z;0.0836707579687506;0
2814;accel_belt_y;gyros_forearm_z;-0.00500103669596769;0.544072022432999
2815;accel_belt_z;gyros_forearm_z;-0.0159431017212219;0.0530959046755166
2816;magnet_belt_x;gyros_forearm_z;0.0812228624889382;0
2817;magnet_belt_y;gyros_forearm_z;-0.00998353837415936;0.225854066492453
2818;magnet_belt_z;gyros_forearm_z;-0.0119001911351586;0.1488422145983
2819;roll_arm;gyros_forearm_z;0.0121603957757922;0.140158439834424
2820;pitch_arm;gyros_forearm_z;0.0294460650833163;0.000353181739875641
2821;yaw_arm;gyros_forearm_z;0.000969612325052619;0.906367777369343
2822;total_accel_arm;gyros_forearm_z;0.0167207130225454;0.0425103616204585
2823;gyros_arm_x;gyros_forearm_z;-0.0009604151247462;0.907251890313034
2824;gyros_arm_y;gyros_forearm_z;-0.00713980461714494;0.386422929568754
2825;gyros_arm_z;gyros_forearm_z;0.0156661427722818;0.0573627342581318
2826;accel_arm_x;gyros_forearm_z;0.000682073618183154;0.934057778963657
2827;accel_arm_y;gyros_forearm_z;-0.0236541835239666;0.00410691968358545
2828;accel_arm_z;gyros_forearm_z;-0.016919757026797;0.0401075362499681
2829;magnet_arm_x;gyros_forearm_z;0.00512653488697315;0.534013533511887
2830;magnet_arm_y;gyros_forearm_z;-0.0208747296465481;0.0113240620579824
2831;magnet_arm_z;gyros_forearm_z;-0.0140703177689921;0.0878371077194346
2832;roll_dumbbell;gyros_forearm_z;0.0227620491084298;0.00575252177359364
2833;pitch_dumbbell;gyros_forearm_z;-0.0147423111878788;0.0737035138985371
2834;yaw_dumbbell;gyros_forearm_z;-0.035085306848184;2,07E+09
2835;total_accel_dumbbell;gyros_forearm_z;0.0588643355171159;8,88E+01
2836;gyros_dumbbell_x;gyros_forearm_z;-0.93472417225805;0
2837;gyros_dumbbell_y;gyros_forearm_z;0.645837440241976;0
2838;gyros_dumbbell_z;gyros_forearm_z;0.948988144999639;0
2839;accel_dumbbell_x;gyros_forearm_z;-0.0295427577571164;0.000337673781936276
2840;accel_dumbbell_y;gyros_forearm_z;0.0459959470090428;2,37E+06
2841;accel_dumbbell_z;gyros_forearm_z;0.00685368376447533;0.405740506001528
2842;magnet_dumbbell_x;gyros_forearm_z;-0.00207355388431147;0.801398320650847
2843;magnet_dumbbell_y;gyros_forearm_z;0.00069165406151501;0.933133707067334
2844;magnet_dumbbell_z;gyros_forearm_z;0.0403417850556237;9,79E+07
2845;roll_forearm;gyros_forearm_z;-0.00344104607188429;0.676366989372363
2846;pitch_forearm;gyros_forearm_z;-0.0209842175622218;0.0109020626970858
2847;yaw_forearm;gyros_forearm_z;0.0141464233988225;0.0861341225164927
2848;total_accel_forearm;gyros_forearm_z;0.0906711700264907;0
2849;gyros_forearm_x;gyros_forearm_z;-0.28424440899471;0
2850;gyros_forearm_y;gyros_forearm_z;0.869285001427343;0
2851;X;accel_forearm_x;-0.21909862903006;0
2852;user_name.adelmo;accel_forearm_x;-0.23092915402812;0
2853;user_name.carlitos;accel_forearm_x;0.108389861287646;0
2854;user_name.charles;accel_forearm_x;-0.475721888857269;0
2855;user_name.eurico;accel_forearm_x;0.210474540697011;0
2856;user_name.jeremy;accel_forearm_x;0.337976678903732;0
2857;user_name.pedro;accel_forearm_x;0.0885192026769332;0
2858;raw_timestamp_part_1;accel_forearm_x;-0.144227288635164;0
2859;raw_timestamp_part_2;accel_forearm_x;-0.000733601832223921;0.929088754849222
2860;cvtd_timestamp.02.12.2011.13.32;accel_forearm_x;0.0731893126012943;0
2861;cvtd_timestamp.02.12.2011.13.33;accel_forearm_x;-0.12649414300144;0
2862;cvtd_timestamp.02.12.2011.13.34;accel_forearm_x;-0.117663166989307;0
2863;cvtd_timestamp.02.12.2011.13.35;accel_forearm_x;-0.169713796269778;0
2864;cvtd_timestamp.02.12.2011.14.56;accel_forearm_x;0.0319069247236971;0.000108152714658249
2865;cvtd_timestamp.02.12.2011.14.57;accel_forearm_x;-0.27250544578295;0
2866;cvtd_timestamp.02.12.2011.14.58;accel_forearm_x;-0.334570118583267;0
2867;cvtd_timestamp.02.12.2011.14.59;accel_forearm_x;-0.19257775536884;0
2868;cvtd_timestamp.05.12.2011.11.23;accel_forearm_x;0.137095051134998;0
2869;cvtd_timestamp.05.12.2011.11.24;accel_forearm_x;0.107399418304247;0
2870;cvtd_timestamp.05.12.2011.11.25;accel_forearm_x;-0.00770274697497968;0.350090102380213
2871;cvtd_timestamp.05.12.2011.14.22;accel_forearm_x;0.113109483040836;0
2872;cvtd_timestamp.05.12.2011.14.23;accel_forearm_x;0.0715692955665857;0
2873;cvtd_timestamp.05.12.2011.14.24;accel_forearm_x;-0.00637649927660799;0.439211858640076
2874;cvtd_timestamp.28.11.2011.14.13;accel_forearm_x;0.0989936322568358;0
2875;cvtd_timestamp.28.11.2011.14.14;accel_forearm_x;0.137929622393515;0
2876;cvtd_timestamp.28.11.2011.14.15;accel_forearm_x;0.104481731991801;0
2877;cvtd_timestamp.30.11.2011.17.10;accel_forearm_x;0.310128886300352;0
2878;cvtd_timestamp.30.11.2011.17.11;accel_forearm_x;0.204526394992126;0
2879;cvtd_timestamp.30.11.2011.17.12;accel_forearm_x;0.0483339629564963;4,45E+05
2880;num_window;accel_forearm_x;-0.142515396122031;0
2881;roll_belt;accel_forearm_x;-0.480065140879026;0
2882;pitch_belt;accel_forearm_x;0.13103236926588;0
2883;yaw_belt;accel_forearm_x;-0.393562830539806;0
2884;total_accel_belt;accel_forearm_x;-0.441903444750457;0
2885;gyros_belt_x;accel_forearm_x;-0.211862836449308;0
2886;gyros_belt_y;accel_forearm_x;-0.372658960297387;0
2887;gyros_belt_z;accel_forearm_x;0.129946031712805;0
2888;accel_belt_x;accel_forearm_x;-0.174064631642407;0
2889;accel_belt_y;accel_forearm_x;-0.434418489207971;0
2890;accel_belt_z;accel_forearm_x;0.47671386174592;0
2891;magnet_belt_x;accel_forearm_x;-0.174315364932467;0
2892;magnet_belt_y;accel_forearm_x;0.0658807781761169;1,22E-01
2893;magnet_belt_z;accel_forearm_x;-0.0884407967706174;0
2894;roll_arm;accel_forearm_x;0.224557319078537;0
2895;pitch_arm;accel_forearm_x;0.0218548322213235;0.00801420297269484
2896;yaw_arm;accel_forearm_x;0.162974137952005;0
2897;total_accel_arm;accel_forearm_x;0.247176655344742;0
2898;gyros_arm_x;accel_forearm_x;-0.0431764912622983;1,61E+07
2899;gyros_arm_y;accel_forearm_x;0.138482025299373;0
2900;gyros_arm_z;accel_forearm_x;-0.420869417271589;0
2901;accel_arm_x;accel_forearm_x;-0.145785800148085;0
2902;accel_arm_y;accel_forearm_x;0.510730692079322;0
2903;accel_arm_z;accel_forearm_x;-0.155784012867243;0
2904;magnet_arm_x;accel_forearm_x;-0.23747090976266;0
2905;magnet_arm_y;accel_forearm_x;0.20030933236968;0
2906;magnet_arm_z;accel_forearm_x;0.0406398679330229;8,14E+07
2907;roll_dumbbell;accel_forearm_x;0.00434284720479179;0.598317029888465
2908;pitch_dumbbell;accel_forearm_x;-0.0811532627202834;0
2909;yaw_dumbbell;accel_forearm_x;-0.00823589506037588;0.317749904126359
2910;total_accel_dumbbell;accel_forearm_x;0.256924559430085;0
2911;gyros_dumbbell_x;accel_forearm_x;0.0457138168272461;2,88E+06
2912;gyros_dumbbell_y;accel_forearm_x;-0.0252500529400403;0.00218758214420345
2913;gyros_dumbbell_z;accel_forearm_x;-0.0322936418563148;8,91E+09
2914;accel_dumbbell_x;accel_forearm_x;-0.19793160375145;0
2915;accel_dumbbell_y;accel_forearm_x;0.159312332821232;0
2916;accel_dumbbell_z;accel_forearm_x;-0.108960330745484;0
2917;magnet_dumbbell_x;accel_forearm_x;0.0764658281498314;0
2918;magnet_dumbbell_y;accel_forearm_x;-0.155623640690888;0
2919;magnet_dumbbell_z;accel_forearm_x;0.251342753713721;0
2920;roll_forearm;accel_forearm_x;0.283694155320295;0
2921;pitch_forearm;accel_forearm_x;-0.475103202495772;0
2922;yaw_forearm;accel_forearm_x;0.281332016883166;0
2923;total_accel_forearm;accel_forearm_x;-0.202875093389318;0
2924;gyros_forearm_x;accel_forearm_x;-0.12139313268806;0
2925;gyros_forearm_y;accel_forearm_x;-0.0458073271196312;2,70E+06
2926;gyros_forearm_z;accel_forearm_x;-0.0277800974244537;0.000750091636066319
2927;X;accel_forearm_y;-0.0367821002387626;8,06E+08
2928;user_name.adelmo;accel_forearm_y;0.368582988229196;0
2929;user_name.carlitos;accel_forearm_y;-0.00389765295455872;0.636344330891659
2930;user_name.charles;accel_forearm_y;-0.410441992616234;0
2931;user_name.eurico;accel_forearm_y;0.0133131228712491;0.106299283790081
2932;user_name.jeremy;accel_forearm_y;-0.0245001614533767;0.00295386635807926
2933;user_name.pedro;accel_forearm_y;0.0506130581653874;8,06E+04
2934;raw_timestamp_part_1;accel_forearm_y;0.0155143083232528;0.0598204563314607
2935;raw_timestamp_part_2;accel_forearm_y;0.00448987838237061;0.585988418977444
2936;cvtd_timestamp.02.12.2011.13.32;accel_forearm_y;-0.032818843241618;6,83E+09
2937;cvtd_timestamp.02.12.2011.13.33;accel_forearm_y;0.212144639218794;0
2938;cvtd_timestamp.02.12.2011.13.34;accel_forearm_y;0.223979673281369;0
2939;cvtd_timestamp.02.12.2011.13.35;accel_forearm_y;0.181126141053841;0
2940;cvtd_timestamp.02.12.2011.14.56;accel_forearm_y;-0.0884542632459053;0
2941;cvtd_timestamp.02.12.2011.14.57;accel_forearm_y;-0.243651592070121;0
2942;cvtd_timestamp.02.12.2011.14.58;accel_forearm_y;-0.228469686421035;0
2943;cvtd_timestamp.02.12.2011.14.59;accel_forearm_y;-0.16714340795095;0
2944;cvtd_timestamp.05.12.2011.11.23;accel_forearm_y;0.0194954515094885;0.0180218704266379
2945;cvtd_timestamp.05.12.2011.11.24;accel_forearm_y;0.00668251121053811;0.417568121474691
2946;cvtd_timestamp.05.12.2011.11.25;accel_forearm_y;-0.0193895862765033;0.0186565870028761
2947;cvtd_timestamp.05.12.2011.14.22;accel_forearm_y;0.0322226798487035;9,23E+09
2948;cvtd_timestamp.05.12.2011.14.23;accel_forearm_y;0.045216704671336;4,07E+06
2949;cvtd_timestamp.05.12.2011.14.24;accel_forearm_y;0.00882136549880728;0.284566077799885
2950;cvtd_timestamp.28.11.2011.14.13;accel_forearm_y;0.0366741432536023;8,57E+08
2951;cvtd_timestamp.28.11.2011.14.14;accel_forearm_y;0.0064999140157534;0.430406408122182
2952;cvtd_timestamp.28.11.2011.14.15;accel_forearm_y;-0.022203741583172;0.00706400869314239
2953;cvtd_timestamp.30.11.2011.17.10;accel_forearm_y;-0.052361794291119;2,07E+04
2954;cvtd_timestamp.30.11.2011.17.11;accel_forearm_y;0.0107077238886486;0.193956274097882
2955;cvtd_timestamp.30.11.2011.17.12;accel_forearm_y;-0.00574953016510477;0.485510791886505
2956;num_window;accel_forearm_y;-0.0226924377295318;0.005903088954337
2957;roll_belt;accel_forearm_y;0.029246319132547;0.00038735004529622
2958;pitch_belt;accel_forearm_y;-0.359452761209681;0
2959;yaw_belt;accel_forearm_y;0.235612837592408;0
2960;total_accel_belt;accel_forearm_y;0.0177322097831026;0.0314589606917381
2961;gyros_belt_x;accel_forearm_y;-0.0433122366456983;1,47E+06
2962;gyros_belt_y;accel_forearm_y;-0.0114378380950722;0.165277017248624
2963;gyros_belt_z;accel_forearm_y;-0.00130182276451598;0.874519144118058
2964;accel_belt_x;accel_forearm_y;0.337410827990711;0
2965;accel_belt_y;accel_forearm_y;-0.0790342256669721;0
2966;accel_belt_z;accel_forearm_y;-0.0194266239671882;0.0184323372996262
2967;magnet_belt_x;accel_forearm_y;0.321899766503285;0
2968;magnet_belt_y;accel_forearm_y;-0.0327582746290883;7,04E+09
2969;magnet_belt_z;accel_forearm_y;0.000184381369001941;0.982155334884627
2970;roll_arm;accel_forearm_y;0.0730015029474386;0
2971;pitch_arm;accel_forearm_y;0.0948910834862687;0
2972;yaw_arm;accel_forearm_y;0.0229405312133462;0.0053821661962925
2973;total_accel_arm;accel_forearm_y;-0.0340770229367267;3,55E+09
2974;gyros_arm_x;accel_forearm_y;0.110682253173037;0
2975;gyros_arm_y;accel_forearm_y;-0.119218336032309;0
2976;gyros_arm_z;accel_forearm_y;-0.0115275609973824;0.161985296655832
2977;accel_arm_x;accel_forearm_y;-0.0444621935188977;6,80E+06
2978;accel_arm_y;accel_forearm_y;0.0282465077108012;0.000609848950681835
2979;accel_arm_z;accel_forearm_y;0.0434654774836827;1,33E+07
2980;magnet_arm_x;accel_forearm_y;-0.0821102858236107;0
2981;magnet_arm_y;accel_forearm_y;0.06606223142413;1,11E-01
2982;magnet_arm_z;accel_forearm_y;0.0606086896295014;1,85E+01
2983;roll_dumbbell;accel_forearm_y;0.088400078375025;0
2984;pitch_dumbbell;accel_forearm_y;-0.0911308205819108;0
2985;yaw_dumbbell;accel_forearm_y;-0.189095236292741;0
2986;total_accel_dumbbell;accel_forearm_y;0.170326598088057;0
2987;gyros_dumbbell_x;accel_forearm_y;-0.0266026382925917;0.00124803000731166
2988;gyros_dumbbell_y;accel_forearm_y;0.022712304303291;0.00585976008297306
2989;gyros_dumbbell_z;accel_forearm_y;0.0285709884297885;0.00052712156911161
2990;accel_dumbbell_x;accel_forearm_y;-0.0941915394927129;0
2991;accel_dumbbell_y;accel_forearm_y;0.162952518992035;0
2992;accel_dumbbell_z;accel_forearm_y;-0.159280242701718;0
2993;magnet_dumbbell_x;accel_forearm_y;0.000162840365287025;0.984239811764456
2994;magnet_dumbbell_y;accel_forearm_y;-0.109332353091143;0
2995;magnet_dumbbell_z;accel_forearm_y;0.134766145911451;0
2996;roll_forearm;accel_forearm_y;0.246732382415027;0
2997;pitch_forearm;accel_forearm_y;-0.253092275737002;0
2998;yaw_forearm;accel_forearm_y;0.402003235042225;0
2999;total_accel_forearm;accel_forearm_y;0.296578717312847;0
3000;gyros_forearm_x;accel_forearm_y;0.28991491442086;0
3001;gyros_forearm_y;accel_forearm_y;0.0310736271123636;0.000163003606896028
3002;gyros_forearm_z;accel_forearm_y;0.0813661572559904;0
3003;accel_forearm_x;accel_forearm_y;0.302196721565897;0
3004;X;accel_forearm_z;0.0183833211247926;0.0257326787298917
3005;user_name.adelmo;accel_forearm_z;0.177530678019041;0
3006;user_name.carlitos;accel_forearm_z;-0.46126303348097;0
3007;user_name.charles;accel_forearm_z;0.234503917567341;0
3008;user_name.eurico;accel_forearm_z;0.748315955170172;0
3009;user_name.jeremy;accel_forearm_z;-0.391014653812895;0
3010;user_name.pedro;accel_forearm_z;-0.335756277314644;0
3011;raw_timestamp_part_1;accel_forearm_z;-0.690216133379434;0
3012;raw_timestamp_part_2;accel_forearm_z;-0.00325390413645906;0.693046667734746
3013;cvtd_timestamp.02.12.2011.13.32;accel_forearm_z;0.0658496961923922;1,33E-01
3014;cvtd_timestamp.02.12.2011.13.33;accel_forearm_z;0.0860751169197915;0
3015;cvtd_timestamp.02.12.2011.13.34;accel_forearm_z;0.0977242700729903;0
3016;cvtd_timestamp.02.12.2011.13.35;accel_forearm_z;0.0814149871617562;0
3017;cvtd_timestamp.02.12.2011.14.56;accel_forearm_z;0.0413495017770376;5,22E+07
3018;cvtd_timestamp.02.12.2011.14.57;accel_forearm_z;0.152851577383215;0
3019;cvtd_timestamp.02.12.2011.14.58;accel_forearm_z;0.13777947504502;0
3020;cvtd_timestamp.02.12.2011.14.59;accel_forearm_z;0.0694001786820264;0
3021;cvtd_timestamp.05.12.2011.11.23;accel_forearm_z;-0.111036230789101;0
3022;cvtd_timestamp.05.12.2011.11.24;accel_forearm_z;-0.305502166850111;0
3023;cvtd_timestamp.05.12.2011.11.25;accel_forearm_z;-0.294320887069275;0
3024;cvtd_timestamp.05.12.2011.14.22;accel_forearm_z;-0.109641236196624;0
3025;cvtd_timestamp.05.12.2011.14.23;accel_forearm_z;-0.222663059371617;0
3026;cvtd_timestamp.05.12.2011.14.24;accel_forearm_z;-0.205027417877979;0
3027;cvtd_timestamp.28.11.2011.14.13;accel_forearm_z;0.36568502170632;0
3028;cvtd_timestamp.28.11.2011.14.14;accel_forearm_z;0.500473768951845;0
3029;cvtd_timestamp.28.11.2011.14.15;accel_forearm_z;0.342960511530333;0
3030;cvtd_timestamp.30.11.2011.17.10;accel_forearm_z;-0.212669956468468;0
3031;cvtd_timestamp.30.11.2011.17.11;accel_forearm_z;-0.218207128401236;0
3032;cvtd_timestamp.30.11.2011.17.12;accel_forearm_z;-0.20669673949826;0
3033;num_window;accel_forearm_z;0.113794129117993;0
3034;roll_belt;accel_forearm_z;0.0841859419391006;0
3035;pitch_belt;accel_forearm_z;-0.23199477627238;0
3036;yaw_belt;accel_forearm_z;0.175213481633095;0
3037;total_accel_belt;accel_forearm_z;0.0469763578751703;1,19E+06
3038;gyros_belt_x;accel_forearm_z;0.341535651074501;0
3039;gyros_belt_y;accel_forearm_z;0.264930926911381;0
3040;gyros_belt_z;accel_forearm_z;0.0954824610180371;0
3041;accel_belt_x;accel_forearm_z;0.293801136875939;0
3042;accel_belt_y;accel_forearm_z;0.0128303154879091;0.119594695786377
3043;accel_belt_z;accel_forearm_z;-0.0891838771011519;0
3044;magnet_belt_x;accel_forearm_z;0.302543437809064;0
3045;magnet_belt_y;accel_forearm_z;-0.347718109376512;0
3046;magnet_belt_z;accel_forearm_z;-0.358202291186162;0
3047;roll_arm;accel_forearm_z;0.0674188403077056;2,22E-02
3048;pitch_arm;accel_forearm_z;-0.00514165281249488;0.532808222499723
3049;yaw_arm;accel_forearm_z;0.0823217113246894;0
3050;total_accel_arm;accel_forearm_z;-0.0511402593668423;5,37E+04
3051;gyros_arm_x;accel_forearm_z;0.0523084771149374;2,16E+03
3052;gyros_arm_y;accel_forearm_z;-0.0759210482044102;0
3053;gyros_arm_z;accel_forearm_z;0.210021721983332;0
3054;accel_arm_x;accel_forearm_z;-0.0670559792473782;4,44E-02
3055;accel_arm_y;accel_forearm_z;-0.110726810673499;0
3056;accel_arm_z;accel_forearm_z;-0.0823943224800637;0
3057;magnet_arm_x;accel_forearm_z;0.0345221354277883;2,80E+09
3058;magnet_arm_y;accel_forearm_z;-0.178957662492072;0
3059;magnet_arm_z;accel_forearm_z;-0.0421113468880951;3,21E+07
3060;roll_dumbbell;accel_forearm_z;-0.0552707972893575;1,95E+03
3061;pitch_dumbbell;accel_forearm_z;0.114166614582335;0
3062;yaw_dumbbell;accel_forearm_z;-0.021592238785002;0.00880316594398667
3063;total_accel_dumbbell;accel_forearm_z;-0.237654992898716;0
3064;gyros_dumbbell_x;accel_forearm_z;-0.0238458602417471;0.00381469427162617
3065;gyros_dumbbell_y;accel_forearm_z;-0.0418526455288364;3,79E+07
3066;gyros_dumbbell_z;accel_forearm_z;-0.000725513072121014;0.929868600946843
3067;accel_dumbbell_x;accel_forearm_z;0.269923871084437;0
3068;accel_dumbbell_y;accel_forearm_z;-0.152002439018785;0
3069;accel_dumbbell_z;accel_forearm_z;0.231301252041848;0
3070;magnet_dumbbell_x;accel_forearm_z;-0.186573124831821;0
3071;magnet_dumbbell_y;accel_forearm_z;0.267155125441069;0
3072;magnet_dumbbell_z;accel_forearm_z;0.605151506705864;0
3073;roll_forearm;accel_forearm_z;-0.278081617524511;0
3074;pitch_forearm;accel_forearm_z;-0.0464931187883185;1,67E+05
3075;yaw_forearm;accel_forearm_z;-0.135757915166518;0
3076;total_accel_forearm;accel_forearm_z;-0.00574601424680151;0.485777667138117
3077;gyros_forearm_x;accel_forearm_z;-0.000868483823440019;0.916095243163657
3078;gyros_forearm_y;accel_forearm_z;-0.00370139281694362;0.653425812493886
3079;gyros_forearm_z;accel_forearm_z;0.0327277985786271;7,15E+09
3080;accel_forearm_x;accel_forearm_z;-0.199638668085942;0
3081;accel_forearm_y;accel_forearm_z;0.0399400674405524;1,25E+08
3082;X;magnet_forearm_x;-0.201058658223478;0
3083;user_name.adelmo;magnet_forearm_x;-0.00611277356137775;0.458370957641145
3084;user_name.carlitos;magnet_forearm_x;-0.0439409784777348;9,66E+05
3085;user_name.charles;magnet_forearm_x;-0.11924845407665;0
3086;user_name.eurico;magnet_forearm_x;0.235050235315673;0
3087;user_name.jeremy;magnet_forearm_x;0.0656239837497346;1,55E-01
3088;user_name.pedro;magnet_forearm_x;-0.134326876022831;0
3089;raw_timestamp_part_1;magnet_forearm_x;-0.241144212499912;0
3090;raw_timestamp_part_2;magnet_forearm_x;-0.0109108205800624;0.185634817945703
3091;cvtd_timestamp.02.12.2011.13.32;magnet_forearm_x;0.268448949539515;0
3092;cvtd_timestamp.02.12.2011.13.33;magnet_forearm_x;-0.00829648741678159;0.314202450442253
3093;cvtd_timestamp.02.12.2011.13.34;magnet_forearm_x;-0.0256084513960774;0.00188992755687178
3094;cvtd_timestamp.02.12.2011.13.35;magnet_forearm_x;-0.0897282861137125;0
